datetime,Q_upstream_m3s,Q_downstream_m3s,h_outlet_m
2022-01-01 00:00:00,14.616,49.223,0.5052
2022-01-01 00:15:00,14.342,29.75,0.9888
2022-01-01 00:30:00,33.249,33.662,0.948
2022-01-01 00:45:00,24.53,29.194,0.8131
2022-01-01 01:00:00,35.971,21.876,0.7926
2022-01-01 01:15:00,22.99,0.0,0.824
2022-01-01 01:30:00,41.974,37.662,0.7922
2022-01-01 01:45:00,26.079,22.94,0.5078
2022-01-01 02:00:00,22.194,34.854,0.8535
2022-01-01 02:15:00,6.91,44.348,1.1318
2022-01-01 02:30:00,16.362,52.431,0.872
2022-01-01 02:45:00,11.77,23.961,0.5502
2022-01-01 03:00:00,33.462,0.0,0.5866
2022-01-01 03:15:00,4.186,44.904,0.6405
2022-01-01 03:30:00,30.208,39.424,0.629
2022-01-01 03:45:00,19.134,18.516,0.8238
2022-01-01 04:00:00,18.433,37.133,0.8312
2022-01-01 04:15:00,31.759,27.946,0.8732
2022-01-01 04:30:00,23.085,29.955,0.5495
2022-01-01 04:45:00,39.2,24.997,0.796
2022-01-01 05:00:00,58.984,42.481,0.8299
2022-01-01 05:15:00,39.839,63.376,0.975
2022-01-01 05:30:00,44.952,29.827,0.7971
2022-01-01 05:45:00,45.035,6.465,0.9274
2022-01-01 06:00:00,2.158,26.321,0.6495
2022-01-01 06:15:00,32.331,20.204,0.7653
2022-01-01 06:30:00,40.004,46.465,0.8102
2022-01-01 06:45:00,23.432,53.101,0.9404
2022-01-01 07:00:00,35.266,37.009,0.9827
2022-01-01 07:15:00,24.563,0.0,0.7126
2022-01-01 07:30:00,40.275,42.151,0.6754
2022-01-01 07:45:00,12.662,23.695,0.7499
2022-01-01 08:00:00,50.491,29.601,0.5789
2022-01-01 08:15:00,26.369,44.357,0.6356
2022-01-01 08:30:00,19.161,18.359,0.8229
2022-01-01 08:45:00,16.041,14.229,0.597
2022-01-01 09:00:00,23.656,32.079,0.8753
2022-01-01 09:15:00,41.254,27.024,0.6627
2022-01-01 09:30:00,23.869,35.104,0.8423
2022-01-01 09:45:00,54.847,0.775,0.81
2022-01-01 10:00:00,40.615,24.722,0.7349
2022-01-01 10:15:00,26.086,34.859,0.3596
2022-01-01 10:30:00,15.123,6.816,0.841
2022-01-01 10:45:00,6.836,29.152,0.5174
2022-01-01 11:00:00,42.425,28.881,0.9509
2022-01-01 11:15:00,54.287,46.992,0.7782
2022-01-01 11:30:00,53.924,50.122,0.8439
2022-01-01 11:45:00,24.149,4.404,0.8508
2022-01-01 12:00:00,28.454,22.549,0.8976
2022-01-01 12:15:00,35.053,30.342,0.9842
2022-01-01 12:30:00,31.512,8.404,0.8228
2022-01-01 12:45:00,30.846,34.757,1.1469
2022-01-01 13:00:00,21.483,35.232,0.8636
2022-01-01 13:15:00,50.145,29.482,0.6436
2022-01-01 13:30:00,4.168,43.269,0.735
2022-01-01 13:45:00,23.438,33.766,0.9997
2022-01-01 14:00:00,19.501,16.012,0.8208
2022-01-01 14:15:00,49.515,39.161,0.7459
2022-01-01 14:30:00,41.778,11.018,0.7802
2022-01-01 14:45:00,39.779,16.468,0.3391
2022-01-01 15:00:00,34.852,46.211,0.8298
2022-01-01 15:15:00,27.723,2.228,0.7571
2022-01-01 15:30:00,22.316,58.466,0.7251
2022-01-01 15:45:00,25.047,5.721,0.8044
2022-01-01 16:00:00,21.272,36.02,0.9385
2022-01-01 16:15:00,24.04,31.22,0.6131
2022-01-01 16:30:00,25.398,30.847,0.7037
2022-01-01 16:45:00,26.533,36.051,0.7082
2022-01-01 17:00:00,41.401,46.788,0.7534
2022-01-01 17:15:00,24.436,19.651,0.8137
2022-01-01 17:30:00,15.775,42.515,1.1341
2022-01-01 17:45:00,50.217,21.824,0.8099
2022-01-01 18:00:00,25.541,63.685,0.7341
2022-01-01 18:15:00,27.681,17.768,0.6748
2022-01-01 18:30:00,18.458,51.008,0.7629
2022-01-01 18:45:00,26.772,14.775,0.7325
2022-01-01 19:00:00,13.886,39.908,0.5829
2022-01-01 19:15:00,9.434,25.466,0.8862
2022-01-01 19:30:00,39.111,39.296,0.6361
2022-01-01 19:45:00,40.381,18.732,0.9927
2022-01-01 20:00:00,25.876,61.312,0.7442
2022-01-01 20:15:00,38.438,30.846,0.7982
2022-01-01 20:30:00,12.092,28.273,0.5781
2022-01-01 20:45:00,24.985,36.976,0.8779
2022-01-01 21:00:00,43.219,60.644,0.7685
2022-01-01 21:15:00,49.651,39.116,0.8042
2022-01-01 21:30:00,54.025,36.008,0.7867
2022-01-01 21:45:00,50.575,32.742,0.9072
2022-01-01 22:00:00,39.961,45.256,0.8464
2022-01-01 22:15:00,40.786,32.712,0.7969
2022-01-01 22:30:00,30.577,8.424,0.8211
2022-01-01 22:45:00,38.158,30.01,0.7327
2022-01-01 23:00:00,51.285,22.575,0.6792
2022-01-01 23:15:00,33.34,39.715,0.8175
2022-01-01 23:30:00,55.239,50.518,0.8284
2022-01-01 23:45:00,6.937,40.908,0.6592
2022-01-02 00:00:00,37.193,37.155,0.8619
2022-01-02 00:15:00,28.402,36.315,0.8161
2022-01-02 00:30:00,47.893,20.405,0.9276
2022-01-02 00:45:00,24.701,37.101,0.9027
2022-01-02 01:00:00,21.229,14.068,0.6239
2022-01-02 01:15:00,32.154,66.788,0.7932
2022-01-02 01:30:00,39.829,14.265,0.8182
2022-01-02 01:45:00,5.856,46.952,0.7204
2022-01-02 02:00:00,20.281,53.669,0.7769
2022-01-02 02:15:00,29.604,23.159,0.5974
2022-01-02 02:30:00,20.666,3.013,0.6258
2022-01-02 02:45:00,47.376,40.778,0.9678
2022-01-02 03:00:00,3.903,41.478,1.0477
2022-01-02 03:15:00,18.896,21.235,0.6841
2022-01-02 03:30:00,7.461,28.203,0.8851
2022-01-02 03:45:00,31.062,34.35,0.7813
2022-01-02 04:00:00,35.583,37.662,0.7892
2022-01-02 04:15:00,38.557,8.822,0.8563
2022-01-02 04:30:00,10.669,46.426,1.0307
2022-01-02 04:45:00,35.314,38.436,0.8156
2022-01-02 05:00:00,25.253,31.752,0.7191
2022-01-02 05:15:00,40.1,38.728,0.7521
2022-01-02 05:30:00,18.405,52.77,0.8832
2022-01-02 05:45:00,46.577,41.93,0.7152
2022-01-02 06:00:00,32.478,7.867,0.9474
2022-01-02 06:15:00,28.728,38.537,0.8762
2022-01-02 06:30:00,14.68,35.601,0.7848
2022-01-02 06:45:00,10.963,59.194,1.0792
2022-01-02 07:00:00,38.141,32.823,0.4801
2022-01-02 07:15:00,46.111,17.079,1.0239
2022-01-02 07:30:00,22.909,0.0,0.9278
2022-01-02 07:45:00,48.381,62.938,0.9667
2022-01-02 08:00:00,6.286,34.033,0.5864
2022-01-02 08:15:00,14.937,26.351,0.6602
2022-01-02 08:30:00,54.627,44.933,0.7591
2022-01-02 08:45:00,59.386,18.906,0.7288
2022-01-02 09:00:00,46.489,21.999,0.8471
2022-01-02 09:15:00,3.327,41.576,0.6939
2022-01-02 09:30:00,22.516,0.0,1.095
2022-01-02 09:45:00,34.179,21.073,0.6928
2022-01-02 10:00:00,57.253,51.229,0.7413
2022-01-02 10:15:00,56.027,39.362,0.7627
2022-01-02 10:30:00,21.796,30.135,0.6262
2022-01-02 10:45:00,33.095,18.016,0.7869
2022-01-02 11:00:00,43.71,34.499,0.7694
2022-01-02 11:15:00,0.0,5.58,0.9346
2022-01-02 11:30:00,29.732,34.781,1.0101
2022-01-02 11:45:00,29.303,38.533,0.8189
2022-01-02 12:00:00,13.245,0.0,0.8864
2022-01-02 12:15:00,27.216,31.03,0.9473
2022-01-02 12:30:00,27.551,24.253,0.5966
2022-01-02 12:45:00,27.9,41.275,1.2105
2022-01-02 13:00:00,33.456,25.649,1.0353
2022-01-02 13:15:00,36.047,38.909,0.6991
2022-01-02 13:30:00,5.39,32.039,0.6922
2022-01-02 13:45:00,16.558,13.458,0.7715
2022-01-02 14:00:00,45.948,32.525,0.9239
2022-01-02 14:15:00,16.052,18.18,0.8736
2022-01-02 14:30:00,45.131,0.0,0.7387
2022-01-02 14:45:00,20.786,36.682,0.9061
2022-01-02 15:00:00,11.835,21.592,0.7283
2022-01-02 15:15:00,41.741,33.422,0.854
2022-01-02 15:30:00,26.221,33.771,0.5958
2022-01-02 15:45:00,49.416,34.112,0.7105
2022-01-02 16:00:00,36.84,12.001,0.5857
2022-01-02 16:15:00,21.839,35.65,0.8774
2022-01-02 16:30:00,48.453,33.534,0.8103
2022-01-02 16:45:00,59.136,6.899,0.8505
2022-01-02 17:00:00,34.674,36.93,0.8639
2022-01-02 17:15:00,65.532,33.602,0.8346
2022-01-02 17:30:00,8.207,43.177,0.8503
2022-01-02 17:45:00,11.801,17.636,0.8943
2022-01-02 18:00:00,20.712,37.81,0.8187
2022-01-02 18:15:00,9.436,28.146,0.747
2022-01-02 18:30:00,38.858,1.441,0.934
2022-01-02 18:45:00,32.856,29.675,0.889
2022-01-02 19:00:00,45.821,61.279,0.5564
2022-01-02 19:15:00,39.13,22.929,0.7445
2022-01-02 19:30:00,47.516,42.943,0.9091
2022-01-02 19:45:00,34.768,35.746,0.6502
2022-01-02 20:00:00,47.711,41.515,0.7115
2022-01-02 20:15:00,22.076,60.354,0.9185
2022-01-02 20:30:00,24.625,48.624,0.8553
2022-01-02 20:45:00,42.271,23.217,1.0036
2022-01-02 21:00:00,27.015,5.648,0.7447
2022-01-02 21:15:00,39.349,31.123,0.7998
2022-01-02 21:30:00,31.366,24.387,0.6178
2022-01-02 21:45:00,5.114,0.0,0.7478
2022-01-02 22:00:00,35.912,17.084,0.665
2022-01-02 22:15:00,53.576,31.865,0.8456
2022-01-02 22:30:00,63.348,35.789,0.9061
2022-01-02 22:45:00,56.004,27.591,0.7985
2022-01-02 23:00:00,76.429,32.438,0.815
2022-01-02 23:15:00,78.087,62.823,1.1241
2022-01-02 23:30:00,69.441,79.299,0.956
2022-01-02 23:45:00,68.927,54.579,1.2376
2022-01-03 00:00:00,80.274,79.379,1.1118
2022-01-03 00:15:00,81.014,74.965,1.3101
2022-01-03 00:30:00,95.691,70.355,1.4361
2022-01-03 00:45:00,99.975,77.202,1.3334
2022-01-03 01:00:00,110.218,113.354,1.3041
2022-01-03 01:15:00,95.797,85.034,1.2898
2022-01-03 01:30:00,114.651,102.28,1.6217
2022-01-03 01:45:00,129.058,94.673,1.5406
2022-01-03 02:00:00,123.972,118.24,1.5451
2022-01-03 02:15:00,132.947,96.557,1.8299
2022-01-03 02:30:00,120.223,118.394,2.0176
2022-01-03 02:45:00,141.896,114.969,1.6237
2022-01-03 03:00:00,141.492,124.722,1.7675
2022-01-03 03:15:00,150.854,132.823,1.8563
2022-01-03 03:30:00,166.671,106.022,1.9092
2022-01-03 03:45:00,177.391,160.186,1.7937
2022-01-03 04:00:00,181.067,141.6,2.0164
2022-01-03 04:15:00,188.426,134.026,2.0544
2022-01-03 04:30:00,174.707,173.874,1.9756
2022-01-03 04:45:00,188.504,154.243,1.9637
2022-01-03 05:00:00,187.507,159.638,2.1795
2022-01-03 05:15:00,193.792,166.352,2.1195
2022-01-03 05:30:00,186.625,159.137,2.2637
2022-01-03 05:45:00,204.975,194.741,2.4111
2022-01-03 06:00:00,201.329,196.206,2.549
2022-01-03 06:15:00,217.284,204.578,2.3328
2022-01-03 06:30:00,220.384,202.124,2.4327
2022-01-03 06:45:00,222.712,196.393,2.4692
2022-01-03 07:00:00,225.894,217.369,2.7594
2022-01-03 07:15:00,191.465,201.087,2.4392
2022-01-03 07:30:00,194.466,186.756,2.5808
2022-01-03 07:45:00,194.979,217.761,2.7384
2022-01-03 08:00:00,188.911,229.435,2.5786
2022-01-03 08:15:00,161.65,196.814,2.5181
2022-01-03 08:30:00,185.955,214.36,2.398
2022-01-03 08:45:00,178.766,173.1,2.2932
2022-01-03 09:00:00,148.408,206.833,2.1847
2022-01-03 09:15:00,187.611,190.407,2.4189
2022-01-03 09:30:00,183.716,169.627,2.296
2022-01-03 09:45:00,177.208,184.784,2.4755
2022-01-03 10:00:00,145.927,169.788,2.3948
2022-01-03 10:15:00,134.895,163.878,2.0831
2022-01-03 10:30:00,124.074,169.303,2.2378
2022-01-03 10:45:00,126.964,155.123,2.31
2022-01-03 11:00:00,158.759,143.681,1.949
2022-01-03 11:15:00,141.208,157.242,2.035
2022-01-03 11:30:00,136.789,150.383,2.0318
2022-01-03 11:45:00,122.832,162.309,1.8428
2022-01-03 12:00:00,130.859,112.636,1.9302
2022-01-03 12:15:00,109.462,140.929,1.7187
2022-01-03 12:30:00,140.559,147.059,2.0322
2022-01-03 12:45:00,85.026,127.741,1.8967
2022-01-03 13:00:00,114.609,116.987,1.6816
2022-01-03 13:15:00,115.539,121.129,1.7845
2022-01-03 13:30:00,107.366,110.306,1.6312
2022-01-03 13:45:00,119.903,123.99,1.5687
2022-01-03 14:00:00,85.706,106.649,1.9364
2022-01-03 14:15:00,96.63,112.823,1.6802
2022-01-03 14:30:00,114.395,113.272,1.66
2022-01-03 14:45:00,120.095,85.02,1.6449
2022-01-03 15:00:00,74.616,100.035,1.5103
2022-01-03 15:15:00,103.735,125.433,1.3131
2022-01-03 15:30:00,107.418,95.307,1.493
2022-01-03 15:45:00,69.884,57.122,1.6043
2022-01-03 16:00:00,99.206,89.584,1.6551
2022-01-03 16:15:00,109.466,80.072,1.7073
2022-01-03 16:30:00,87.229,99.988,1.5205
2022-01-03 16:45:00,98.558,61.1,1.5471
2022-01-03 17:00:00,88.186,76.407,1.6655
2022-01-03 17:15:00,64.439,48.33,1.4215
2022-01-03 17:30:00,47.468,74.416,1.1913
2022-01-03 17:45:00,76.316,67.832,1.3019
2022-01-03 18:00:00,64.643,56.623,1.396
2022-01-03 18:15:00,80.0,77.641,1.2486
2022-01-03 18:30:00,98.766,91.028,1.0613
2022-01-03 18:45:00,78.716,48.462,1.4822
2022-01-03 19:00:00,41.763,64.764,1.3579
2022-01-03 19:15:00,63.456,64.754,1.1626
2022-01-03 19:30:00,71.918,86.863,1.4517
2022-01-03 19:45:00,46.907,55.876,1.4198
2022-01-03 20:00:00,28.018,72.319,1.5165
2022-01-03 20:15:00,47.14,71.626,1.1414
2022-01-03 20:30:00,56.024,87.715,1.2021
2022-01-03 20:45:00,47.072,72.333,1.2199
2022-01-03 21:00:00,47.055,81.475,1.2
2022-01-03 21:15:00,59.777,39.84,1.109
2022-01-03 21:30:00,35.795,64.432,1.3004
2022-01-03 21:45:00,68.512,40.493,1.1272
2022-01-03 22:00:00,37.414,65.998,1.3349
2022-01-03 22:15:00,53.094,37.939,1.3761
2022-01-03 22:30:00,42.727,50.498,1.2842
2022-01-03 22:45:00,55.623,43.533,0.855
2022-01-03 23:00:00,47.177,49.981,1.0611
2022-01-03 23:15:00,49.812,22.13,1.1055
2022-01-03 23:30:00,49.414,45.414,1.0945
2022-01-03 23:45:00,46.291,62.026,1.1483
2022-01-04 00:00:00,41.006,57.751,0.9935
2022-01-04 00:15:00,73.71,58.801,0.9908
2022-01-04 00:30:00,50.624,82.078,1.1791
2022-01-04 00:45:00,31.078,26.562,0.82
2022-01-04 01:00:00,50.248,31.65,0.9335
2022-01-04 01:15:00,65.663,41.24,1.3544
2022-01-04 01:30:00,48.386,31.069,1.1207
2022-01-04 01:45:00,38.367,70.97,1.0556
2022-01-04 02:00:00,51.608,79.38,0.8572
2022-01-04 02:15:00,48.435,22.289,1.1368
2022-01-04 02:30:00,51.379,54.384,1.0245
2022-01-04 02:45:00,45.174,45.634,1.1133
2022-01-04 03:00:00,51.485,44.999,1.0645
2022-01-04 03:15:00,59.317,31.592,0.9652
2022-01-04 03:30:00,58.463,40.703,0.8355
2022-01-04 03:45:00,40.518,73.599,0.8657
2022-01-04 04:00:00,61.717,38.206,1.1897
2022-01-04 04:15:00,30.239,22.895,0.9603
2022-01-04 04:30:00,22.729,36.24,0.968
2022-01-04 04:45:00,24.493,34.771,1.2198
2022-01-04 05:00:00,22.712,43.078,1.0589
2022-01-04 05:15:00,42.035,10.851,0.6417
2022-01-04 05:30:00,27.794,28.8,0.976
2022-01-04 05:45:00,0.0,43.52,0.8918
2022-01-04 06:00:00,29.166,40.655,1.1792
2022-01-04 06:15:00,55.373,20.059,1.1125
2022-01-04 06:30:00,29.212,30.98,1.109
2022-01-04 06:45:00,30.993,37.237,0.8298
2022-01-04 07:00:00,57.209,48.462,1.0361
2022-01-04 07:15:00,29.396,16.056,1.034
2022-01-04 07:30:00,29.328,46.373,0.6733
2022-01-04 07:45:00,46.206,55.163,0.9204
2022-01-04 08:00:00,71.796,34.044,1.2243
2022-01-04 08:15:00,0.0,45.389,1.0915
2022-01-04 08:30:00,45.958,25.001,0.6471
2022-01-04 08:45:00,19.338,40.832,0.7991
2022-01-04 09:00:00,39.961,21.5,0.8313
2022-01-04 09:15:00,33.633,39.477,0.767
2022-01-04 09:30:00,63.263,19.63,0.7754
2022-01-04 09:45:00,16.995,32.857,0.6971
2022-01-04 10:00:00,36.302,45.6,0.8097
2022-01-04 10:15:00,0.0,39.944,0.8523
2022-01-04 10:30:00,32.346,45.947,0.9553
2022-01-04 10:45:00,47.574,21.928,0.9588
2022-01-04 11:00:00,40.904,45.391,0.7671
2022-01-04 11:15:00,28.79,30.052,0.8148
2022-01-04 11:30:00,33.834,32.951,0.6474
2022-01-04 11:45:00,19.927,46.307,0.7326
2022-01-04 12:00:00,5.841,23.357,0.6379
2022-01-04 12:15:00,10.126,42.142,0.6424
2022-01-04 12:30:00,32.012,24.832,0.9667
2022-01-04 12:45:00,40.561,29.352,0.8848
2022-01-04 13:00:00,26.064,23.825,0.7455
2022-01-04 13:15:00,47.246,17.215,0.6342
2022-01-04 13:30:00,38.541,1.071,0.9937
2022-01-04 13:45:00,28.306,15.979,0.7156
2022-01-04 14:00:00,17.824,50.781,0.7172
2022-01-04 14:15:00,12.463,27.543,0.9728
2022-01-04 14:30:00,14.079,16.54,0.5954
2022-01-04 14:45:00,31.645,40.955,0.8681
2022-01-04 15:00:00,11.183,54.643,0.8559
2022-01-04 15:15:00,1.956,18.945,0.6637
2022-01-04 15:30:00,17.131,67.319,0.7458
2022-01-04 15:45:00,34.949,44.384,0.8013
2022-01-04 16:00:00,50.307,12.653,0.723
2022-01-04 16:15:00,27.883,54.537,0.8266
2022-01-04 16:30:00,42.925,19.48,0.9467
2022-01-04 16:45:00,61.762,26.783,0.681
2022-01-04 17:00:00,16.922,16.337,0.7471
2022-01-04 17:15:00,30.789,24.458,0.9221
2022-01-04 17:30:00,19.735,34.401,0.6729
2022-01-04 17:45:00,37.388,23.428,0.8519
2022-01-04 18:00:00,14.844,50.081,0.8625
2022-01-04 18:15:00,27.242,37.079,0.6353
2022-01-04 18:30:00,35.813,41.564,0.6324
2022-01-04 18:45:00,40.136,33.424,0.7693
2022-01-04 19:00:00,47.743,43.484,0.714
2022-01-04 19:15:00,26.139,30.232,0.8487
2022-01-04 19:30:00,27.823,49.159,0.5408
2022-01-04 19:45:00,37.958,16.187,0.8042
2022-01-04 20:00:00,25.332,31.227,0.9756
2022-01-04 20:15:00,31.672,38.808,0.7121
2022-01-04 20:30:00,47.986,28.332,0.5592
2022-01-04 20:45:00,9.732,48.697,0.8799
2022-01-04 21:00:00,30.422,22.849,0.3671
2022-01-04 21:15:00,53.491,33.934,0.8082
2022-01-04 21:30:00,57.195,60.929,0.5974
2022-01-04 21:45:00,11.134,18.172,0.9543
2022-01-04 22:00:00,29.009,14.972,0.5787
2022-01-04 22:15:00,53.184,9.874,0.9426
2022-01-04 22:30:00,33.314,28.594,0.9417
2022-01-04 22:45:00,46.7,38.721,0.8256
2022-01-04 23:00:00,34.16,33.743,0.8855
2022-01-04 23:15:00,26.658,28.532,0.6773
2022-01-04 23:30:00,18.122,27.221,0.7078
2022-01-04 23:45:00,52.019,44.497,0.7563
2022-01-05 00:00:00,28.514,39.2,0.8245
2022-01-05 00:15:00,49.541,17.296,0.8323
2022-01-05 00:30:00,24.23,11.45,0.5881
2022-01-05 00:45:00,33.276,25.465,0.8875
2022-01-05 01:00:00,9.451,19.815,0.7593
2022-01-05 01:15:00,23.221,47.726,0.7644
2022-01-05 01:30:00,34.35,52.652,0.7514
2022-01-05 01:45:00,29.07,14.855,0.8286
2022-01-05 02:00:00,14.732,62.597,0.5726
2022-01-05 02:15:00,44.15,22.981,0.8223
2022-01-05 02:30:00,33.265,35.326,0.6784
2022-01-05 02:45:00,59.456,28.454,0.7595
2022-01-05 03:00:00,23.643,39.875,1.0254
2022-01-05 03:15:00,53.116,33.23,0.7191
2022-01-05 03:30:00,18.941,38.624,0.9724
2022-01-05 03:45:00,49.494,14.936,0.9297
2022-01-05 04:00:00,98.914,22.999,1.07
2022-01-05 04:15:00,41.446,42.052,1.072
2022-01-05 04:30:00,70.754,60.557,1.1214
2022-01-05 04:45:00,61.688,65.056,1.1663
2022-01-05 05:00:00,89.299,39.471,1.102
2022-01-05 05:15:00,98.721,69.595,1.2753
2022-01-05 05:30:00,79.526,64.46,1.354
2022-01-05 05:45:00,66.497,58.09,1.3825
2022-01-05 06:00:00,78.402,83.82,1.5492
2022-01-05 06:15:00,87.041,77.27,1.6146
2022-01-05 06:30:00,115.296,101.484,1.3921
2022-01-05 06:45:00,117.598,98.419,1.5079
2022-01-05 07:00:00,126.544,85.185,1.2343
2022-01-05 07:15:00,120.578,81.903,1.5654
2022-01-05 07:30:00,109.935,88.247,1.5362
2022-01-05 07:45:00,160.251,109.321,1.6529
2022-01-05 08:00:00,161.287,101.433,1.8191
2022-01-05 08:15:00,175.3,121.005,1.8284
2022-01-05 08:30:00,205.35,177.441,1.7166
2022-01-05 08:45:00,200.213,172.445,2.1131
2022-01-05 09:00:00,242.05,151.792,2.111
2022-01-05 09:15:00,241.418,192.193,2.3605
2022-01-05 09:30:00,209.178,186.326,2.4522
2022-01-05 09:45:00,183.495,178.428,2.533
2022-01-05 10:00:00,148.803,200.417,2.3209
2022-01-05 10:15:00,159.433,192.675,2.2704
2022-01-05 10:30:00,124.7,192.419,2.2919
2022-01-05 10:45:00,129.061,163.761,2.1252
2022-01-05 11:00:00,138.427,129.716,2.0869
2022-01-05 11:15:00,103.699,138.361,2.0601
2022-01-05 11:30:00,106.705,118.657,1.9458
2022-01-05 11:45:00,100.773,120.235,2.0366
2022-01-05 12:00:00,133.396,109.647,1.9781
2022-01-05 12:15:00,83.452,85.727,1.7957
2022-01-05 12:30:00,48.789,126.186,1.7423
2022-01-05 12:45:00,110.812,91.865,1.4854
2022-01-05 13:00:00,92.039,104.484,1.5809
2022-01-05 13:15:00,57.666,82.38,1.446
2022-01-05 13:30:00,67.869,84.473,1.4042
2022-01-05 13:45:00,80.552,77.182,1.4022
2022-01-05 14:00:00,82.961,66.781,1.4175
2022-01-05 14:15:00,52.133,77.382,1.2764
2022-01-05 14:30:00,79.444,82.836,1.3738
2022-01-05 14:45:00,101.617,45.462,1.5778
2022-01-05 15:00:00,131.729,97.359,1.1582
2022-01-05 15:15:00,140.063,105.99,1.7449
2022-01-05 15:30:00,174.615,112.377,1.5021
2022-01-05 15:45:00,185.17,109.736,2.0043
2022-01-05 16:00:00,216.518,132.666,1.9968
2022-01-05 16:15:00,203.922,158.453,1.8683
2022-01-05 16:30:00,214.813,170.209,2.3684
2022-01-05 16:45:00,243.468,190.721,2.5555
2022-01-05 17:00:00,268.465,238.269,2.3397
2022-01-05 17:15:00,266.415,241.039,2.9182
2022-01-05 17:30:00,282.937,238.146,2.76
2022-01-05 17:45:00,261.541,236.732,2.8954
2022-01-05 18:00:00,226.331,235.356,2.9799
2022-01-05 18:15:00,204.527,236.256,2.9497
2022-01-05 18:30:00,222.75,231.061,2.5932
2022-01-05 18:45:00,192.142,229.054,2.7134
2022-01-05 19:00:00,178.969,238.681,2.7841
2022-01-05 19:15:00,167.757,194.783,2.5659
2022-01-05 19:30:00,171.719,188.752,2.3412
2022-01-05 19:45:00,145.654,192.427,2.6227
2022-01-05 20:00:00,137.785,166.504,2.1888
2022-01-05 20:15:00,125.208,151.955,2.0936
2022-01-05 20:30:00,123.315,172.198,2.1232
2022-01-05 20:45:00,113.748,137.945,1.8712
2022-01-05 21:00:00,122.299,131.871,2.2905
2022-01-05 21:15:00,84.096,127.337,1.8984
2022-01-05 21:30:00,93.76,113.18,1.9816
2022-01-05 21:45:00,93.269,122.045,1.7256
2022-01-05 22:00:00,97.473,92.605,1.5386
2022-01-05 22:15:00,109.571,76.183,1.4418
2022-01-05 22:30:00,102.108,99.253,1.5998
2022-01-05 22:45:00,76.253,100.853,1.5293
2022-01-05 23:00:00,80.023,91.45,1.3929
2022-01-05 23:15:00,49.76,57.165,1.2914
2022-01-05 23:30:00,57.311,69.272,1.5091
2022-01-05 23:45:00,59.121,88.951,1.3221
2022-01-06 00:00:00,50.45,72.062,1.0864
2022-01-06 00:15:00,54.028,58.158,1.2597
2022-01-06 00:30:00,56.61,84.486,1.1065
2022-01-06 00:45:00,63.434,59.402,0.9531
2022-01-06 01:00:00,41.218,58.549,1.118
2022-01-06 01:15:00,56.755,62.967,1.1788
2022-01-06 01:30:00,24.986,64.213,1.0664
2022-01-06 01:45:00,48.122,53.848,1.0781
2022-01-06 02:00:00,31.626,30.633,1.4119
2022-01-06 02:15:00,15.28,68.261,0.9942
2022-01-06 02:30:00,61.808,31.41,0.8541
2022-01-06 02:45:00,9.866,21.973,0.9205
2022-01-06 03:00:00,30.363,36.147,1.0244
2022-01-06 03:15:00,34.401,27.443,0.8856
2022-01-06 03:30:00,33.488,17.845,1.0537
2022-01-06 03:45:00,37.453,18.268,0.7395
2022-01-06 04:00:00,58.803,43.753,1.0318
2022-01-06 04:15:00,55.41,36.65,0.7189
2022-01-06 04:30:00,26.094,39.738,0.9189
2022-01-06 04:45:00,48.542,32.625,0.9788
